Year,Item ID,Material,Item Category,Item Detail 1,Item Detail 2,Item Size,Size Unit of Measure,Size Note,Comment,Standard Length (mm),Standard Width or Diameter (mm),Standard Height (mm),Standard Interior Diameter (mm),Standard Thinkness / Wall (mm),Item Length Measured (m),Item Width Measured (m),Full Units Counted,Quantity Unit of Measure,Quantity Scapped,Unit price incl VAT,VAT,Source Quantity on hand value excl VAT rounded
2020,ALM00093,Aluminium,Tubing,Round,,70 x 5,mm,,,,70,,65,5,4,,,m,,75.24,0.14,264
2020,ALM00094,Aluminium,Tubing,Round,,108 x 3.5,mm,,,,108,,104.5,3.5,5.6,,,m,,154.65,0.14,759.6842105
2020,ALM00095,Aluminium,Tubing,Round,,151 x 1.8,mm,,,,151,,149.2,1.8,0.92,,,m,,285,0.14,230
2020,BRS00056,Brass,Tubing,Round,,6.35 x 0.8,mm,,,,6.35,,5.55,0.8,3.62,,,m,,8.36,0.14,26.54666667
2020,BRS00057,Brass,Tubing,Round,,10 x 1.6,mm,,No Unit Price available,,10,,8.4,1.6,5,,,m,,,0.14,0
2020,BRS00058,Brass,Tubing,Round,,12.7 x 4,mm,,No Unit Price available,,12.7,,8.7,4,1.97,,,m,,,0.14,0
2020,BRS00059,Brass,Tubing,Round,,12.7 x 1.6,mm,,No Unit Price available,,12.7,,11.1,1.6,9.87,,,m,,,0.14,0
2020,BRS00060,Brass,Tubing,Round,,15.9 x 1.2,mm,,,,15.9,,14.7,1.2,11.3,,,m,,95.65,0.14,948.1096491
2020,BRS00061,Brass,Tubing,Round,,19 x 3.3,mm,,,,19,,15.7,3.3,0.94,,,m,,87.52,0.14,72.16561404
2020,BRS00062,Brass,Tubing,Round,,25.4 x 2,mm,,,,25.4,,23.4,2,2.035,,,m,,126.63,0.14,226.0456579
2020,BRS00063,Brass,Tubing,Round,,28.6 x 1.8,mm,,No Unit Price available,,28.6,,26.8,1.8,6.83,,,m,,,0.14,0
2020,BRS00064,Brass,Tubing,Round,,31.8 x 3.5,mm,,No Unit Price available,,31.8,,28.3,3.5,4.73,,,m,,,0.14,0
2020,BRS00065,Brass,Tubing,Round,,31.8 x 2,mm,,No Unit Price available,,31.8,,29.8,2,0.77,,,m,,,0.14,0
2020,BRS00066,Brass,Tubing,Round,,38.1 x 3.3,mm,,No Unit Price available,,38.1,,34.8,3.3,1.74,,,m,,,0.14,0
2020,BRS00067,Brass,Tubing,Round,,38.1 x 2,mm,,No Unit Price available,,38.1,,36.1,2,1.865,,,m,,,0.14,0
2020,BRS00068,Brass,Tubing,Round,,38.1 x 1.2,mm,,,,38.1,,36.9,1.2,6,,,m,,231,0.14,1215.789474
2020,BRS00069,Brass,Tubing,Round,,44.5 x 3.3,mm,,No Unit Price available,,44.5,,41.2,3.3,2.55,,,m,,,0.14,0
2020,BRS00070,Brass,Tubing,Round,,50.8 x 1.2,mm,,,,50.8,,49.6,1.2,0,,,m,,364.8,0.14,0
2020,BRS00071,Brass,Tubing,Round,,51 x 4.6,mm,,No Unit Price available,,51,,46.4,4.6,0,,,m,,,0.14,0
2020,BRS00072,Brass,Tubing,Round,,51 x 4.2,mm,,No Unit Price available,,51,,46.8,4.2,7.28,,,m,,,0.14,0
2020,BRS00073,Brass,Tubing,Round,,51 x 2,mm,,No Unit Price available,,51,,49,2,5.995,,,m,,,0.14,0
2020,BRS00074,Brass,Tubing,Round,,57.2 x 2.7,mm,,No Unit Price available,,57.2,,54.5,2.7,1.37,,,m,,,0.14,0
2020,BRS00075,Brass,Tubing,Round,,63.5 x 3.5,mm,,No Unit Price available,,63.5,,60,3.5,2.175,,,m,,,0.14,0
2020,BRS00076,Brass,Tubing,Round,,63.7 x 1.7,mm,,No Unit Price available,,63.7,,62,1.7,0.35,,,m,,,0.14,0
2020,BRS00077,Brass,Tubing,Round,,70 x 3.2,mm,,No Unit Price available,,70,,66.8,3.2,2.035,,,m,,,0.14,0
2020,MST00092,Mild steel,Tubing,Round,,10 x 6 x 2,mm,,,,10,,6,2,0.58,,,m,,2.98,0.14,1.516140351
2020,MST00093,Mild steel,Tubing,Round,,16 x 12 x 2,mm,,,,16,,12,2,0.96,,,m,,8.21,0.14,6.913684211
2020,MST00094,Mild steel,Tubing,Round,,25.5 x 21.6 x 2,mm,,,,25.5,,21.6,2,4.395,,,m,,12.38,0.14,47.72815789
2020,MST00095,Mild steel,Tubing,Round,,32 x 28.5 x 1.75,mm,,,,32,,28.5,1.75,1.51,,,m,,16.92,0.14,22.41157895
2020,MST00096,Mild steel,Tubing,Round,,34 x 29 x 2.5,mm,,,,34,,29,2.5,6.28,,,m,,31.04,0.14,170.9922807
2020,MST00097,Mild steel,Tubing,Round,,38 x 35 x 1.5,mm,,,,38,,35,1.5,0,,,m,,18.66,0.14,0
2020,MST00098,Mild steel,Tubing,Round,,42 x 37 x 2.5,mm,,,,42,,37,2.5,4.1,,,m,,30.05,0.14,108.0745614
2020,MST00099,Mild steel,Tubing,Round,,43 x 40 x 1.5,mm,,,,43,,40,1.5,0,,,m,,21.06,0.14,0
2020,MST00100,Mild steel,Tubing,Round,,48 x 44 x 2,mm,,,,48,,44,2,1.94,,,m,,19.96,0.14,33.96701754
2020,MST00101,Mild steel,Tubing,Round,,48.5 x 38.6 x 4.95,mm,,,,48.5,,38.6,4.95,0.61,,,m,,73.29,0.14,39.21657895
2020,MST00102,Mild steel,Tubing,Round,,48.5 x 40.7 x 3.9,mm,,,,48.5,,40.7,3.9,1.23,,,m,,56.84,0.14,61.32736842
2020,MST00103,Mild steel,Tubing,Round,,48.5 x 42.5 x 3,mm,,,,48.5,,42.5,3,0.835,,,m,,56.84,0.14,41.63280702
2020,MST00104,Mild steel,Tubing,Round,,56 x 53 x 1.5,mm,,,,56,,53,1.5,0,,,m,,33.69,0.14,0
2020,MST00105,Mild steel,Tubing,Round,,57 x 54 x 1.5,mm,,,,57,,54,1.5,13.51,,,m,,33.69,0.14,399.2560526
2020,MST00106,Mild steel,Tubing,Round,,57.5 x 54 x 1.75,mm,,,,57.5,,54,1.75,1.13,,,m,,33.69,0.14,33.39447368
2020,MST00107,Mild steel,Tubing,Round,,60 x 51 x 4.5,mm,,,,60,,51,4.5,0,,,m,,91.41,0.14,0
2020,MST00108,Mild steel,Tubing,Round,,60 x 52 x 4,mm,,,,60,,52,4,4.45,,,m,,91.41,0.14,356.8197368
2020,MST00109,Mild steel,Tubing,Round,,60 x 53.5 x 3.25,mm,,,,60,,53.5,3.25,0.48,,,m,,91.41,0.14,38.48842105
2020,MST00110,Mild steel,Tubing,Round,,76 x 71 x 2.5,mm,,,,76,,71,2.5,0.88,,,m,,75.72,0.14,58.45052632
2020,PSP00026,Perspex,Tubing,Round,,10 x 7 x 1.5,mm,,,,10,,7,1.5,1.22,,,m,,36.47,0.14,39.02929825
2020,PSP00027,Perspex,Tubing,Round,,12 x 6 x 3,mm,,,,12,,6,3,0.103,,,m,,69.16,0.14,6.248666667
2020,PSP00028,Perspex,Tubing,Round,,12 x 8 x 2,mm,,,,12,,8,2,0.72,,,m,,51.37,0.14,32.44421053
2020,PSP00029,Perspex,Tubing,Round,,12 x 10 x 1,mm,,,,12,,10,1,0.46,,,m,,28.07,0.14,11.32649123
2020,PSP00030,Perspex,Tubing,Round,,15 x 11 x 2,mm,,,,15,,11,2,0.305,,,m,,65.08,0.14,17.41175439
2020,PSP00031,Perspex,Tubing,Round,,16 x 12 x 2,mm,,,,16,,12,2,0,,,m,,87,0.14,0
2020,PSP00032,Perspex,Tubing,Round,,20 x 14 x 3,mm,,,,20,,14,3,0.43,,,m,,128.17,0.14,48.34482456
2020,PSP00033,Perspex,Tubing,Round,,30 x 26 x 2,mm,,,,30,,26,2,0.72,,,m,,114.9,0.14,72.56842105
2020,PSP00034,Perspex,Tubing,Round,,40 x 30 x 5,mm,,,,40,,30,5,0.67,,,m,,315.87,0.14,185.6428947
2020,PSP00035,Perspex,Tubing,Round,,50 x 40 x 5,mm,,,,50,,40,5,0.375,,,m,,353.84,0.14,116.3947368
2020,PSP00036,Perspex,Tubing,Round,,50 x 44 x 3,mm,,,,50,,44,3,0.59,,,m,,221.74,0.14,114.7601754
2020,PSP00037,Perspex,Tubing,Round,,60 x 50 x 5,mm,,,,60,,50,5,0.64,,,m,,557,0.14,312.7017544
2020,PSP00038,Perspex,Tubing,Round,,60 x 52 x 4,mm,,,,60,,52,4,0.56,,,m,,453.53,0.14,222.7866667
2020,PSP00039,Perspex,Tubing,Round,,64 x 58 x 3,mm,,,,64,,58,3,0.115,,,m,,204.38,0.14,20.6172807
2020,PSP00040,Perspex,Tubing,Round,,70 x 60 x 5,mm,,,,70,,60,5,0.4,,,m,,554.4,0.14,194.5263158
2020,PSP00041,Perspex,Tubing,Round,,70 x 64 x 3,mm,,,,70,,64,3,1.285,,,m,,339.98,0.14,383.2230702
2020,PSP00042,Perspex,Tubing,Round,,75 x 69 x 3,mm,,,,75,,69,3,0.42,,,m,,339.98,0.14,125.2557895
2020,PSP00043,Perspex,Tubing,Round,,80 x 70 x 5,mm,,,,80,,70,5,3.595,,,m,,635.49,0.14,2004.023289
2020,PSP00044,Perspex,Tubing,Round,,80 x 74 x 3,mm,,,,80,,74,3,0.53,,,m,,391.48,0.14,182.0038596
2020,PSP00045,Perspex,Tubing,Round,,80 x 75 x 2.5,mm,,,,80,,75,2.5,0,,,m,,391.48,0.14,0
2020,PSP00046,Perspex,Tubing,Round,,100 x 90 x 5,mm,,,,100,,90,5,0.755,,,m,,816.22,0.14,540.5667544
2020,PSP00047,Perspex,Tubing,Round,,100 x 94 x 3,mm,,,,100,,94,3,0.39,,,m,,499.84,0.14,170.9978947
2020,PSP00048,Perspex,Tubing,Round,,110 x 104 x 3,mm,,,,110,,104,3,0.335,,,m,,658.2,0.14,193.4184211
2020,PSP00049,Perspex,Tubing,Round,,120 x 110 x 5,mm,,,,120,,110,5,0.815,,,m,,930.74,0.14,665.3974561
2020,PSP00050,Perspex,Tubing,Round,,120 x 114 x 3,mm,,,,120,,114,3,0.245,,,m,,568.22,0.14,122.1174561
2020,PSP00051,Perspex,Tubing,Round,,132 x 126 x 3,mm,,,,132,,126,3,1.01,,,m,,631.04,0.14,559.0792982
2020,PSP00052,Perspex,Tubing,Round,,150 x 140 x 5,mm,,,,150,,140,5,1.15,,,m,,1173.8,0.14,1184.096491
2020,PSP00053,Perspex,Tubing,Round,,150 x 142 x 4,mm,,,,150,,142,4,0.285,,,m,,945,0.14,236.25
2020,PSP00054,Perspex,Tubing,Round,,180 x 172 x 4,mm,,,,180,,172,4,0.415,,,m,,1139.5,0.14,414.8179825
2020,PSP00054,Perspex,Tubing,Round,,180 x 172 x 4,mm,,,,180,,172,4,0.255,,,m,,1047.79,0.14,234.3740789
2020,PSP00055,Perspex,Tubing,Round,,200 x 190 x 5,mm,,,,200,,190,5,0.219,,,m,,1577.78,0.14,303.0998421
2020,PSP00056,Perspex,Tubing,Round,,200 x 194 x 3,mm,,,,200,,194,3,1.65,,,m,,956.3,0.14,1384.118421
2020,PSP00057,Perspex,Tubing,Round,,250 x 240 x 5,mm,,,,250,,240,5,0.39,,,m,,2954.52,0.14,1010.756842
2020,SST00080,Stainless steel,Tubing,Round,,6 x 1,mm,,,,6,,5,1,0.945,,,m,,38.76,0.14,32.13
2020,SST00081,Stainless steel,Tubing,Round,,10 x 1.2,mm,,,,10,,8.8,1.2,1.01,,,m,,57,0.14,50.5
2020,SST00082,Stainless steel,Tubing,Round,,12 x 1.2,mm,,No Unit Price available,,12,,10.8,1.2,0,,,m,,,0.14,0
2020,SST00083,Stainless steel,Tubing,Round,,19 x 1.6,mm,,,,19,,17.4,1.6,3.665,,,m,,36.48,0.14,117.28
2020,SST00084,Stainless steel,Tubing,Round,,22 x 2.5,mm,,No Unit Price available,,22,,19.5,2.5,0,,,m,,,0.14,0
2020,SST00085,Stainless steel,Tubing,Round,,30 x 2,mm,,No Unit Price available,,30,,28,2,0,,,m,,,0.14,0
2020,SST00086,Stainless steel,Tubing,Round,,38.1 x 1.5,mm,,No Unit Price available,,38.1,,36.6,1.5,0,,,m,,,0.14,0
2020,SST00087,Stainless steel,Tubing,Round,,41.2 x 1.5,mm,,No Unit Price available,,41.2,,39.7,1.5,0,,,m,,,0.14,0
2020,SST00088,Stainless steel,Tubing,Round,,44.45 x 1.5,mm,,No Unit Price available,,44.45,,42.95,1.5,0,,,m,,,0.14,0
2020,SST00089,Stainless steel,Tubing,Round,,48.26 x 2.77,mm,,No Unit Price available,,48.26,,45.49,2.77,0,,,m,,,0.14,0
2020,SST00090,Stainless steel,Tubing,Round,,50 x 1.2,mm,,No Unit Price available,,50,,48.8,1.2,0,,,m,,,0.14,0
2020,SST00091,Stainless steel,Tubing,Round,,60.33 x 2.77,mm,,,,60.33,,57.56,2.77,3.44,,,m,,197.22,0.14,595.12
2020,GLS00117,Glass,Tubing,Screw thread,,GL 14,,,No Size units and measurement available,,,,,,,,12,each,,18.4,0.14,193.6842105
2020,GLS00118,Glass,Tubing,Screw thread,,GL 18,,,No Size units and measurement available,,,,,,,,5,each,,20.24,0.14,88.77192982
2020,GLS00119,Glass,Tubing,Screw thread,,GL 25,,,No Size units and measurement available,,,,,,,,9,each,,36.59,0.14,288.8684211
2020,GLS00120,Glass,Tubing,Screw thread,,GL 32,,,No Size units and measurement available,,,,,,,,13,each,,62.11,0.14,708.2719298
2020,GLS00121,Glass,Tubing,Soda,,8 x 0.9,mm,,,,8,,7.1,0.9,84.84,,,m,,20,0.14,1488.421053
2020,ALM00096,Aluminium,Tubing,Square,,17.9 x 17.9 x 1.1,mm,,,,17.9,17.9,,1.1,1.53,,,m,,9.88,0.14,13.26
2020,ALM00097,Aluminium,Tubing,Square,,19.2 x 19.2 x 1.9,mm,,,,19.2,19.2,,1.9,3.745,,,m,,21.28,0.14,69.90666667
2020,ALM00098,Aluminium,Tubing,Square,,19.2 x 19.2 x 3.15,mm,,,,19.2,19.2,,3.15,1.925,,,m,,25.8,0.14,43.56578947
2020,ALM00099,Aluminium,Tubing,Square,,25 x 25 x 3.2,mm,,,,25,25,,3.2,17.245,,,m,,47.88,0.14,724.29
2020,ALM00102,Aluminium,Tubing,Square,,25.5 x 25.5 x 3.3,mm,,,,25.5,25.5,,3.3,0,,,m,,47.88,0.14,0
2020,ALM00103,Aluminium,Tubing,Square,,38.35 x 38.35 x 2.9,mm,,,,38.35,38.35,,2.9,3.505,,,m,,55.1,0.14,169.4083333
2020,ALM00104,Aluminium,Tubing,Square,,50.8 x 50.8 x 3.26,mm,,,,50.8,50.8,,3.26,1.4,,,m,,168,0.14,206.3157895
2020,ALM00105,Aluminium,Tubing,Square,,50.8 x 50.8 x 6,mm,,,,50.8,50.8,,6,4.73,,,m,,168,0.14,697.0526316
2020,BRS00078,Brass,Tubing,Square,,13 x 13 x 1.2,mm,,No Unit Price available,,13,13,,1.2,0,,,m,,,0.14,0
2020,BRS00079,Brass,Tubing,Square,,19 x 19 x 1.2,mm,,No Unit Price available,,19,19,,1.2,8.2,,,m,,,0.14,0
2020,BRS00080,Brass,Tubing,Square,,25.4 x 25.4 x 1.2,mm,,No Unit Price available,,25.4,25.4,,1.2,3.175,,,m,,,0.14,0
2020,BRS00081,Brass,Tubing,Square,,31.6 x 31.6 x 1.2,mm,,No Unit Price available,,31.6,31.6,,1.2,10.47,,,m,,,0.14,0
2020,MST00111,Mild steel,Tubing,Square,,12.7 x 12.7 x 1,mm,,,,12.7,12.7,,1,36.175,,,m,,9.2,0.14,291.9385965
2020,MST00112,Mild steel,Tubing,Square,,12.7 x 12.7 x 1.6,mm,,,,12.7,12.7,,1.6,73.375,,,m,,9.2,0.14,592.1491228
2020,MST00113,Mild steel,Tubing,Square,,12.7 x 12.7 x 2,mm,,,,12.7,12.7,,2,42,,,m,,9.2,0.14,338.9473684
2020,MST00114,Mild steel,Tubing,Square,,19 x 19 x 1.6,mm,,,,19,19,,1.6,0,,,m,,14.39,0.14,0
2020,MST00115,Mild steel,Tubing,Square,,20 x 20 x 1.6,mm,,,,20,20,,1.6,10.53,,,m,,14.39,0.14,132.9181579
2020,MST00116,Mild steel,Tubing,Square,,22 x 22 x 1.2,mm,,,,22,22,,1.2,19.55,,,m,,15.56,0.14,266.8403509
2020,MST00117,Mild steel,Tubing,Square,,22 x 22 x 1.6,mm,,,,22,22,,1.6,2.2,,,m,,15.56,0.14,30.02807018
2020,MST00118,Mild steel,Tubing,Square,,25 x 25 x 1.6,mm,,,,25,25,,1.6,24.775,,,m,,17.32,0.14,376.4061404
2020,MST00119,Mild steel,Tubing,Square,,32 x 32 x 1.6,mm,,,,32,32,,1.6,1.27,,,m,,21.88,0.14,24.37508772
2020,MST00120,Mild steel,Tubing,Square,,32 x 32 x 2,mm,,,,32,32,,2,9.96,,,m,,24.3,0.14,212.3052632
2020,MST00121,Mild steel,Tubing,Square,,32 x 32 x 3,mm,,,,32,32,,3,2.89,,,m,,24.3,0.14,61.60263158
2020,MST00122,Mild steel,Tubing,Square,,38 x 38 x 1.6,mm,,,,38,38,,1.6,9.745,,,m,,23.74,0.14,202.9353509
2020,MST00123,Mild steel,Tubing,Square,,38 x 38 x 2,mm,,,,38,38,,2,0,,,m,,29.42,0.14,0
2020,MST00125,Mild steel,Tubing,Square,,51 x 51 x 1.6,mm,,,,51,51,,1.6,7.87,,,m,,31.73,0.14,219.0483333
2020,MST00126,Mild steel,Tubing,Square,,75 x 75 x 1.6,mm,,,,75,75,,1.6,2.355,,,m,,64.35,0.14,132.9335526
2020,SST00092,Stainless steel,Tubing,Square,,20 x 20 x 1.5,mm,,,,20,20,,1.5,0,,,m,,57,0.14,0
2020,SST00093,Stainless steel,Tubing,Square,,25 x 25 x 1.5,mm,,,,25,25,,1.5,35.33,,,m,,67.15,0.14,2081.060965
2020,SST00095,Stainless steel,Tubing,Square,,80.3 x 80.3 x 1.8,mm,,,,80.3,80.3,,1.8,4.435,,,m,,243.96,0.14,949.09
2020,CPR00004,Copper,Tubing,,,15 x 0.5,mm,,,,15,,14.5,0.5,3.92,,,m,,10.72,0.14,36.86175439
2020,CPR00005,Copper,Tubing,,,15.9 x 0.8,mm,,,,15.9,,15.1,0.8,2.09,,,m,,80.69,0.14,147.9316667
2020,CPR00006,Copper,Tubing,,,19 x 1.9,mm,,,,19,,17.1,1.9,13.86,,,m,,187.18,0.14,2275.714737
2020,CPR00007,Copper,Tubing,,,22 x 1.5,mm,,,,22,,20.5,1.5,0.945,,,m,,198.07,0.14,164.1896053
2020,CPR00008,Copper,Tubing,,,28.7 x 1.2,mm,,,,28.7,,27.5,1.2,1.445,,,m,,207.15,0.14,262.5717105
2020,CPR00009,Copper,Tubing,,,28.7 x 1.0,mm,,,,28.7,,27.7,1,1.62,,,m,,157.09,0.14,223.2331579
2020,CPR00010,Copper,Tubing,,,38 x 1.6,mm,,,,38,,36.4,1.6,0.285,,,m,,259.9,0.14,64.975
2020,PVC00025,PVC,Tubing,,,25 x 20 x 2.5,mm,,,,25,,20,2.5,0,,,m,,81.01,0.14,0
2020,PVC00026,PVC,Tubing,,,25 x 21 x 2,mm,,,,25,,21,2,1.79,,,m,,81.01,0.14,127.1999123
2020,PVC00027,PVC,Tubing,,,32 x 27 x 2.5,mm,,,,32,,27,2.5,2.18,,,m,,106.01,0.14,202.7208772
2020,PVC00028,PVC,Tubing,,,50 x 45 x 2.5,mm,,,,50,,45,2.5,0.53,,,m,,159.44,0.14,74.12561404
2020,PVC00029,PVC,Tubing,,,75 x 67 x 4,mm,,,,75,,67,4,0.545,,,m,,427.9,0.14,204.5662281
2020,PVC00030,PVC,Tubing,,,110 x 105 x 2.5,mm,,,,110,,105,2.5,0.86,,,m,,362.41,0.14,273.3970175
2020,TFN00009,Tufnol,Tubing,,,9.5 x 6,mm,,,,9.5,,6,3.5,4.045,,,m,,80.95,0.14,287.2304825
2020,TFN00010,Tufnol,Tubing,,,12.5  x 9.5,mm,,,,12.5,,9.5,3,0.815,,,m,,161.88,0.14,115.73
2020,TFN00011,Tufnol,Tubing,,,13 x 9,mm,,,,13,,9,4,1.21,,,m,,161.88,0.14,171.82
2020,TFN00012,Tufnol,Tubing,,,16 x 12.5,mm,,,,16,,12.5,3.5,2.69,,,m,,114.57,0.14,270.345
2020,TFN00013,Tufnol,Tubing,,,19 x 12.5,mm,,,,19,,12.5,6.5,0.775,,,m,,229.14,0.14,155.775
2020,TFN00014,Tufnol,Tubing,,,19 x 15.5,mm,,,,19,,15.5,3.5,18.775,,,m,,229.14,0.14,3773.775
2020,TFN00015,Tufnol,Tubing,,,22  x 15.5,mm,,,,22,,15.5,6.5,3.745,,,m,,397.86,0.14,1307.005
2020,TFN00016,Tufnol,Tubing,,,32  x 25,mm,,,,32,,25,7,12.215,,,m,,547.2,0.14,5863.2
2020,TFN00017,Tufnol,Tubing,,,38  x 25,mm,,,,38,,25,13,2.935,,,m,,876.66,0.14,2257.015
2020,TFN00018,Tufnol,Tubing,,,63 x 50,mm,,,,63,,50,13,1.135,,,m,,1723.68,0.14,1716.12
2020,TFN00019,Tufnol,Tubing,,,65  x 50,mm,,,,65,,50,15,3.24,,,m,,1723.68,0.14,4898.88
2020,TFN00020,Tufnol,Tubing,,,120 x 100,mm,,,,120,,100,20,0,,,m,,2584.84,0.14,0
2020,ALM00106,Aluminium,U channel,,,9.7 x 9.7 x 1.7,mm,,,,9.7,9.7,,1.7,12.185,,,m,,12.16,0.14,129.9733333
2020,ALM00107,Aluminium,U channel,,,9.9 x 13 x 2,mm,,,,9.9,13,,2,14.85,,,m,,12.16,0.14,158.4
2020,ALM00108,Aluminium,U channel,,,12.7 x 9.54 x 1.5,mm,,,,12.7,9.54,,1.5,17.77,,,m,,5.16,0.14,80.43263158
2020,ALM00109,Aluminium,U channel,,,12.7 x 12.7 x 2,mm,,,,12.7,12.7,,2,13.565,,,m,,5.16,0.14,61.39947368
2020,ALM00110,Aluminium,U channel,,,25.3 x 25.3 x 3.1,mm,,,,25.3,25.3,,3.1,3.11,,,m,,25.33,0.14,69.10201754
2020,ALM00111,Aluminium,U channel,,,76.3 x 38 x 8,mm,,,,76.3,38,,8,6,,,m,,189.81,0.14,999
2020,ALM00112,Aluminium,U channel,,,102 x 50.5 x 8,mm,,,,102,50.5,,8,17.235,,,m,,258,0.14,3900.552632
2020,GLS00122,Glass,Valve,90°,Produran,0-4,mm,Passage,,,,,,,,,4,each,,584.72,0.14,2051.649123
2020,GLS00123,Glass,Valve,Straight,Produran,0-4,mm,Passage,,,,,,,,,3,each,,621.59,0.14,1635.763158
